node_id	name	name	MXR_score	MXR_rank	n_trials
Compound_DB00818	Propofol		0.002959863780028	8.0	2.0
Compound_DB01080	Vigabatrin		0.0028551828938791	23.0	6.0
Compound_DB01031	Ethinamate		0.0005485734638284	25.0	
Compound_DB00517	Anisotropine Methylbromide		0.0005272837891848	26.0	
Compound_DB00149	L-Leucine		0.0003114275232243	30.0	
Compound_DB00130	L-Glutamine		0.0003079142612347	32.0	
Compound_DB00161	L-Valine		0.0003003956714877	33.0	
Compound_DB06775	Carglumic Acid		0.0002982570857551	34.0	
Compound_DB00669	Sumatriptan		0.0002890605020992	35.0	
Compound_DB00918	Almotriptan		0.0002863501655374	36.0	
Compound_DB00216	Eletriptan		0.0002786868479295	38.0	
Compound_DB00315	Zolmitriptan		0.0002717944688754	39.0	
Compound_DB00924	Cyclobenzaprine		0.0002695420534215	40.0	
Compound_DB00953	Rizatriptan		0.0002633286821488	42.0	
Compound_DB00696	Ergotamine		0.000261381785973	44.0	
Compound_DB00952	Naratriptan		0.0002591332803167	45.0	
Compound_DB00205	Pyrimethamine		0.0002487222748778	46.0	
Compound_DB00384	Triamterene		0.0002478332398413	47.0	
Compound_DB01173	Orphenadrine		0.0002471093358719	48.0	
Compound_DB00586	Diclofenac		0.0002464111147478	49.0	1.0
Compound_DB00788	Naproxen		0.0002455209697146	51.0	
Compound_DB00320	Dihydroergotamine		0.0002454964534915	52.0	
Compound_DB00353	Methylergometrine		0.0002445266288893	53.0	
Compound_DB00201	Caffeine		0.0002424395747492	54.0	
Compound_DB00571	Propranolol		0.0002423573538325	55.0	
Compound_DB00328	Indomethacin		0.0002413303247279	56.0	
Compound_DB00635	Prednisone		0.000241265000434	57.0	
Compound_DB00697	Tizanidine		0.0002409579358416	58.0	
Compound_DB00945	Acetylsalicylic acid		0.0002403202857039	60.0	
Compound_DB00316	Acetaminophen		0.0002393340158273	61.0	
Compound_DB01233	Metoclopramide		0.0002390186613492	62.0	
Compound_DB00998	Frovatriptan		0.000237051298414	63.0	
Compound_DB00373	Timolol		0.0002363011962561	64.0	
Compound_DB00498	Phenindione		0.0001786516164807	66.0	
Compound_DB00120	L-Phenylalanine		0.0001665454694483	67.0	
Compound_DB00676	Benzyl Benzoate		0.0001348533080969	73.0	
Compound_DB00423	Methocarbamol		0.0001250596561276	77.0	
Compound_DB00812	Phenylbutazone		0.0001211495411977	81.0	
Compound_DB00561	Doxapram		0.000104092810184	83.0	
Compound_DB01511	Delorazepam		9.006594202140915e-05	91.0	
Compound_DB00575	Clonidine		7.558398484800637e-05	99.0	
Compound_DB01545	Ethyl loflazepate		6.384015955213519e-05	104.0	
Compound_DB01489	Camazepam		6.284201668761637e-05	105.0	
Compound_DB00991	Oxaprozin		6.1667353270557e-05	107.0	
Compound_DB01399	Salsalate		5.4969201090678446e-05	111.0	
Compound_DB00682	Warfarin		5.418676344946197e-05	112.0	
Compound_DB00268	Ropinirole		5.341616070205298e-05	114.0	1.0
Compound_DB06802	Nepafenac		5.310114240334883e-05	115.0	
Compound_DB00726	Trimipramine		5.3058096491765e-05	116.0	
Compound_DB01577	Methamphetamine		5.2745400646140136e-05	117.0	1.0
Compound_DB01069	Promethazine		5.1962511876823685e-05	118.0	
